Country,Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating
US,ForkLift Operator,California,Forklift Operator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A4q5z0GbfNvTf5BWcwZ7R9SZGyex5c6MlpOXsBAiqIGcFJJ60vP71kbyEdEWtY2_3-5cMGjElQGPqBKkxL0PvTh4nEI7LEewMiZ714mGElrTjLldOs-UWteSBVOxrzEA5vbXKzT1uiKd9-t-8nyHF5D4Ye07w51JJmzV-glI7BnBkVgo1aTkXxQqi0BORGirMKgpmdKR4qiILgRuJ4XGjuEbs8o5aof6bcslSQMTGU2H76e6VmGkHXhxyYpE9OU6yvL-4NrxJiu0TmoFINEvv__ZAHrAnXVSElGaqd_Rsc7SIfAoYywxa7XReWYUU69Zy81WWaCah9hCCAHwM6mRloVhgen541tHV-yqIoVHEGmrdZnQ90FWu5CCTJ2w5Sfzrk0McIQ3IVuKb6AhO908kwpJ7f_lqzV8ahN0EDkhwQXb9irdwCEHl5B1WL3iyNR0VzYStEn3tt1ae29DNzsLpGj9t0x0Kx1yd1btqpgUdbr1ObqXLrj41BTI51lhxIh3y81TICXY3aWCiZmNoyQBgdukUSLzJqcGKfa4vdQsB7fDAs0P11OjB40vKz3kAh0I59TDfpjFlInvPv8YVhRelYLvvdQ83J6_USHSjZN99FnJJuy4leUJqcDhE7fUX90W9PXgybsa2EggNBSgdEWAKGZapjZwVyNrI1UYTS8nQEJUBD0PQZ4M1tN7KQZL9yF9Fi2KlHQtatbxSc8nQqeV_z9Wk3l0lZ7YqgTNMweGd6tNC5oXajuEHEtoLdBE8Od5oUCZaD599cwGvxtPi1uTgsBtwGMnXt9Wf9HfxD547L9oy-0B1NFa4szGyORRza1l3cGrZuQvf3XERcXQxw7K5MzYcVilA2z4Yt7HdpWFDTTdLgqtoZ51--Cq_mSNuLNjA=&xkcb=SoCL-_M3T9ZLVHQgVp0ObzkdCdPP&p=14&fvj=0&vjs=3,Sierra Pacific Industries," 
 Shift length: 10 - 11 hours.
 The work is fast paced and can, at times, be demanding.
 Health, dental, vision insurance - available after 90 days.
","Quincy, CA 95971","Posted
Posted 30+ days ago",3.2
US,ForkLift Operator,California,Forklift Operator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D6qFSVCaa8tXn-rJ3OcXif2lPyFmwsE2iZBGE4YLg1g88MDD-4hYhgnegRzKbd2OUWiCpocvH2453CTmsj1HO1enhf7FrnsBv3iJj5pjEiNkZ97StR6iZosPXMALX2qavwhrbjaXjmisJRHJCdfuyfw-nMxiUFBlZnb8p3nk5QOvrw4s30GuzCup44sh26ST135f3jjEm2TKZQaszeYc-0JAIhcq50lBbPIkIKnUWnThQR2V7VtoMAGM1qNVpxVqwkmRZKyxriGoFJxk6d1aToN6NfYdt1vgHHiad7PsCu3vUaga6EtrNePAkfrac-5ZKQR0I0VHWwsHhqEhTv1KisUTqHHCJWiF2cblWJOUBN9IwAyRM4i_5mHcF5UVwOJ2tjzUjEw5-70Vchr0Oid4VcwKHHz02EO3JY8vY_SjkGBRPH3uIo_BsydR-Xa0Fz7SJguvGYCVPQIWtqvL9U7D9FLWnlrWwcrwYmzowOFnTDpzPAZblVJQOwSJGgcL8TW8jKxrODFHl0eP_r4e3BonH306sTqsQSKh5MOiNX5Ya8EVDFRM5NiBEzvi9nBf0BxThE14frAmOYuvpdVSZVlWs5-B0wP5KMcyfU6mV9FCfn38kW_BSpqW_V5sfsKq-p0ouYAMxaGSEBgrJYQWa8-1fNcoLFkTtR5YEl8kAa4gpjHipwOp4Q2Gk_BSrBqn93P2tUdLrwbf_LaUPeZ_YtzLOWFg1gMkZcA00UJIxtsuhfmHd8aJnzPVxTRMkfJXotOa9OrgovaqRpWEJ6YThvdbeX3Zbd7a0_AK6YgHKP5SDRCkRib29hDsEuzimequf1mYwlY9uf-Seh2reo6T9AuldLFBKPK1OEfbotEofF4h3_g_sn43hhwpmDB9fr9YjYWnZkvoOLcGlbFiSsJZ6yEjWLntTcAkTq4sTkYc4-jCVLvV1fLtMUD38m-66V-mOCo9oYV9BTfzOBdezdp-N9gGpXZVY6P2VXks2S1wIzMsZgLx_PiEk71LYBpJHZVtPn3ZuVAkSbBSWdHfFMZpPzE12HuI5XXGncVw4TbQSSoVhaDqEnZnb6XqXZH_j7CJ8uBfYl9d9gf1R2UoXEB04_4MaVgJVQ1fBbY-KPIRN2zNbEA-CjI9Glj7gAx54YwmW8ss3odkmUiZ5FNeB_SOvpuNQ-sZZQIXlmZh8rhgTSey63eUlXNTpEPOKZ881zMekX934v6CzwxIWr6WfenRxBNb7X&xkcb=SoAG-_M3T9ZKQCxTnJ0LbzkdCdPP&p=0&fvj=0&vjs=3,Kelly," 
 SCHEDULE: MONDAY-FRIDAY 8AM-5PM OT 12PM -830PM.
 Must be able to lift up to 30 pounds without restrictions.
","Long Beach, CA 90815
+3 locations","Posted
Posted 7 days ago",3.8
US,ForkLift Operator,California,Shipping/Forklift Operator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B1_J8ri5S_E1jlGt7uSfuRBh_8dt8oMf4LXw9knzB1HXO9rIo6asOvlEKPgOdM4AWytADiWHMaCW9QSOxT6O5pD8gB5bc7WLC2WKo9esn1-HH5UPYKuz1BFLKI_ENhVaOKRFCNWFedu4vLSSJMEsmVxucXhWB-q8U02kR9lqrC5s7OzK8Si1r4qnpBF8_dSWA542j6FtPbhsEIl5rObxSikeXKB6GV9neGzLtMe8MTYw1McyXqJgIguuobDEdYBL852F2ZHUzabAg4CMXY3mzP1msL2pKVdqBmjs-8XO7U_f1ELCmF5IY-B1o0870kz3tAF40xUfYVCecnfZcNEBQdoO5R0lTwhFv_LMtzCyn5poaPDhDcNV2qFRViuHipKuXzbSE0NFZxV38DttQUvuqzqt5mN9nsuefYY5U24n51kf71tB5i6rYsxcmFEQxNMYWyd_-RFbvsePzVEMJcZIZ36pyDm_19y1L_dG500HcuoK7_D_sV3E0FFkJ2ZOpnMfSWXx7ARltIdR3hA7KalPvYaLEbd1f2-c8dMotSdDlpfvMoanx0qXpjqLmGSB4DPzg=&xkcb=SoCy-_M3T9ZKQCxTnJ0KbzkdCdPP&p=1&fvj=1&vjs=3,Express Employment Professionals of Monterey," 
 Build pallets of finished goods for customer orders, place a sticker on the pallet to identify which order the pallet/product belongs to, place in the staging…
","Salinas, CA
+1 location","Posted
Posted 30+ days ago",
US,ForkLift Operator,California,STOCKER - FORKLIFT SAN JOSE,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DHWFHpVTFLKzRkDofLZ7abYvZDpgUn__ex_BwQJZ2hE5smAp4suCsTPQsaGiiuZSOICH6mhvivfWgZYxhnXxUnYQ_Klr_scE1EdRIOhsSd8IzkqgzWXiiS0-LbY0zQOPI4QTqr9xZ98YogeLIziqaYHuhze9tXTi28IpFYHgWzCiSePtADxFqh5spQwL_EOY0B_zLPgstFhovenUpAz3oim0VYJ5BD1xW_mDmAjPhHdq7lHH97rjoQzZwnbljz7D_Q7C87dsz6jrs6tAEElq2pJ6s3JkAzijcBtCjLbLEG9kGwoBBjWzIKqKsa_bgAYQ8xMgbECrZVzfEcCbfjCKNSIlvaE9YQyovQ8pL8wB7OztUyys-GXkIVKTfNbWOSham-ND6kpclgoYdFakc33QBhAF-qwM-K4JXCkPglCqeOS-GAJC1AtYXNbG1OrqKwnEPmDCjXjUCRY2EdJP1YywzGd4vrB_4d4BdtHCHEiHap5GyNBIQtRczI19HaL640cChGSRAVpnN2rqgIQPjxquRjdAEVGyWHRT9NtQho9qMu-3a_AY7wyguC0A7Oe-CZS7Wq7WNgZn4h83dcTWVMDfUKOTF07UAjIMH-eKA7X35bf-hZLuA7f8qoLJEE7eR3WGq2LTjfTxLX-bhq5PucZbZ9NAG8RGlfts8urAois3Nz9opiVnjL6YJHRWvjPHgcXTQIyiUr02MbKQ==&xkcb=SoAv-_M3T9ZKQNRTnJ0LbzkdCdPP&p=2&fvj=0&vjs=3,PITCO FOODS," 
 Spots for forklift drivers to keep people out of fall danger zones.
 Willingness and ability to comply with new programs, methods, practices, and procedures.
","San Jose, CA 95110 
(Downtown area)","Employer
Active 4 days ago",3.0
US,ForkLift Operator,California,Forklift Operator,https://www.indeed.com/rc/clk?jk=69f86d5f1438b114&fccid=c8dda43a22e6aa45&vjs=3,Ricoh," 
 Inspects and QA all outbound freight to insure correct items, quantities and no carton damaged freight is shipped without Manager approval.
","Rialto, CA","Posted
Today",3.4
US,ForkLift Operator,California,Forklift Operator- 12 Pallet operator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dw5YS5k2p9urruc14icYN1MKKvJIN3Kd2XbyQRMSdz9Vq1-T5-D1XBb7AD8-H7OUQpP5iQY_0z8r6ZPkAIVEbymEl5LHdofI-sPWeQO2EDxNzHpH53gKZ2TJuHf_E16Zh4EtYpMzjwuvRtwMYnmXS_63mL990qIiAxgMn6JfRzu5yrXURkgpkA0yGmwpAhZ2evOOliy5GB8K4H76WJoMbGm0ptXPb93jiL8fIM1IbRhCs9v4Do3kaga94ZU4IZNIcnf60K-HMHyHMMrIlSrBR17r5HLGuZon4fnVMq4dFwphB4PHCimpheQjANikBSfi7zlG3pJy5pOWTUDd6rgXQZfdWvdWplSr9VVe8xC49M9eY8JVP4MzCWYQO4Z9NPqVM6CLatpCmvMP0KpIAeihZlyCuO4F9TjEt-DIIZBpzpTTinAgqqamzQeTO0KLCQQ7Ig5Qaylo2bfXYy-IRupkUIE9b0YoIESY3aifw7aYIJPYTYVdOPnwvNe7crhLqWRqPGdJwi-ZfuiKN9eI2qeKIRTEy_caFkb_rw2L4gK5yM4rKjeBjXZiJ6_l8q1S3L7FCFn5d4a6_Q_0PFgCJ47jk3Ql8HSKA-Jz0NYNK6BEgSPMwmMAvjc-Lh2AHEBXd1VXP0lNOEhnm4iUXUFPWrOoRPpdL3JfxcAVo=&xkcb=SoAG-_M3T9ZKQNRTnJ0JbzkdCdPP&p=4&fvj=0&vjs=3,Volt Workforce Solutions," 
 Full Time position, B shift(3-5pm) available working 40 hours a week.
 Pay for this position is $21.27/hr plus overtime as needed Shift starts between 3-5pm…
","Salinas, CA
+10 locations","Posted
Today",3.7
US,ForkLift Operator,California,Warehouse Associate - eCommerce,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CL6r0D-_q033STo7es2Wmp5pwoEY_Qnj4df5HbyW9H3PTMzbX7Sw4ru5xXGgXJMPMAxTR0KynTnjDQ7ICu7CdJvwjSKRA0Edt7dBOBCAeXGGMzoE6c-sWKVJqDEN-Ew-N5NmwD7dfsMVwlD1K9pteSlCTFjX4J0epJ3OgtP8OwyKZybgfnl6vlMWHCg7TPeyV9FdEeWvfWsMVgtVA-od_Ym28N6wYqNZxYyX1YAOEAjhEtzl2WqgfeTbne1xeWAmkAC2wg4cs-N8g87yhisoFLzLIrr0Mf64lCfn9yBHYGrGxeNzSEFeS73Mg6fPrjuwZbOF4UWVJYf29ALS5gZjoGi9xn0-WFDpQR42EqHC20c-lWFLqc8EYG6h2MWpycA9aFmyT3RJ4b1xzun5VPS82nk9aSUEh7DybU2DrXmg-SI5AMzclkhgzx73A3lRZuV3Zh5cgMYIEnXAeBqm7sU7dYCewq8x1ROtGwHD-J3z9wCkoptYPnAaExSPbGplrZHzbq04Ce1HAinPr43AAA7nNsBndc7IeDgmiTEOLng0MJtg==&xkcb=SoCy-_M3T9ZKQNRTnJ0IbzkdCdPP&p=5&fvj=1&vjs=3,Global Cellutions Distributors Inc.," 
 Inventory management ensuring proper inventory.
 Ability to organize the warehouse in a clean manner, that allows for a safe work place environment.
","Sun Valley, CA 91352","Employer
Active 2 days ago",
US,ForkLift Operator,California,Driver/Warehouse,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AKLZSOS8IKaggW8lC0uQ8mlnwHvi-px-6CQjzG-O_lmPfI5wrfnzJkZy8VzlBk0qKGOUb3FATI6zk3lFbZrHOjN3HNnKBIE1p20XLLpBtRVV8LHi-mcLqg-0-g8xccmls0pfps8Ex2xiK8E5Nv1WubKQEF8HGBCLkrGCRRJRYwL17QVcPHkMq5eHZ0d5ldqHhzgWgNMMvbwZ1UMPMXBVtDccrjRaz9pdnE6IxnTMFRIJM08bc4RqYA-_LeQlv5cpiKBCPLrk4AjsnrUJ2BT4GKiWeqk9YeM7jRBT6kz_PmLMHqtx76hfWTHAacIM7GbngNf5f6Dt8gtbBR0GnXBBkJHqhdctilKpfkwgguwM3naoo7im-GZHVyMGE9NKNapKLWnHX-TfUqTbu-01UPj8x8yJd-D2ARPCRN8JgaVwr5ceHtaw5tnUQwSxIQUqbUKtEuuf97petqIGCH3Hr_uvEzRRSV8xLNgGTEsh2REUpeHf4Kr9ZiTK3yJEoFMkwRmQaYOO_0epQVN8dLUTVfAva_&xkcb=SoA8-_M3T9ZKQNRTnJ0PbzkdCdPP&p=6&fvj=1&vjs=3,Howard Industries," 
 Pull and prepare customer orders for delivery.
 Good DMV record a must/DMV printout a must.
 Clean driving record - please bring DMV printouts.
","Van Nuys, CA 91405
+2 locations","Posted
Posted 16 days ago",2.0
US,ForkLift Operator,California,NIGHT WAREHOUSE MANAGER - SAN JOSE,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DHWFHpVTFLKzRkDofLZ7abYvZDpgUn__ex_BwQJZ2hE5smAp4suCsTPQsaGiiuZSOcPjUq29QejZ9NuA5yIA6UGLRWWrTgV9Udfb10eBhIS5BmDEqcVpz2mHtX2bJzg3QCf1Bmo9CEcpSICFAOhwYZs78_aqIqHJ9tAFiOMLknl7PxsKXeR7ZiCkG_4k7095n0P8dGuCKnD4IL6bvRdeCL-9WzdX7Dd7TWO_kz_e4PLcfM2meGNT4-9VjLaZPP_KW6jQ8XodugSGmpf7qdsErzcYT8FXfswPECb-Lghv1NEVvfN6ap3GdL1WjlPkXB9EQqheCRFuHpfm_kLX7FwK0tmj0tBgLFlD66ns1byAz9CzoiSSlqUxtPFhL3OJLHpLzc4nJKKI6LrPu7aJNK9q72w6avdGPGJgjPm-TZSb7Scu-HXTJCEZC19GPrZLfPLI73fX2wssvW-QcdWaB3c-L9dkVB1iVkXnBMiyoLntLBAp-wfbIAefF1pFVS4AGWMt35rPiGBCrffIRRbW6mm6jxbSsIbIHuMQYKejHyrsBeyKAB2id9rPCzUQa1IRalLswGvThlDD9EIIRqhGC_eOohOnGNwpyxXN1tT__N-syh1PwO7H-OVRCwjT67XaGJtB1Ke-wraDM4QjWspwqorflR6YcCRboupbCIwqVmyheDmGvNt6NlADtNXeLL8Dkjc9PrwRh0oUNhsA==&xkcb=SoCI-_M3T9ZKQNRTnJ0ObzkdCdPP&p=7&fvj=0&vjs=3,PITCO FOODS," 
 Building Relationships: Establishes trust and credibility with people over time; establishes rapport with people; has smooth working relationships with people…
","San Jose, CA 95110 
(Downtown area)","Posted
Posted 30+ days ago",3.0
US,ForkLift Operator,California,Heavy Forklift Operator,https://www.indeed.com/company/Proactive-Supply-Chain-Group/jobs/Heavy-Forklift-Operator-db306db0b5cabe54?fccid=00018110ce781345&vjs=3,Proactive Supply Chain Group," 
 Ability to work extended hours, as required.
 Excellent vision or the use of prescribed lenses.
 Capacity to provide and follow direction.
","Long Beach, CA 90810","Posted
Posted 29 days ago",
US,ForkLift Operator,California,Forklift Driver,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGC_36mE3mavXc15lr_PzTifpHNMccqTRHt9VVuPq4s5OXZvwwVOI5LgfFkLoAQltz3wc8vtlnaj1TNZ_XXRpdPCqv_dfIaW-QptoNHQqoEvVcLgIE-82v9f9iyg72lNax1J-Ub0YeUiPzGpNxQjqdvHrNDO1ucFCaxMuJbmL4DW8iLfvkGo17yGnPDHNnXI4MBBt6ClC1qUk1tOlwZg0W-JADPEsL4UsjrsQqKJbx9Co2IIIYjmWIS8twkhN5XFdy31oi_gaHjzKExMkxVKj4XI_jsXFOCU5_azH4dsjOwLYdVbFHqMXGmNyywdnJ6hi6KXflL7H4dmZXzxONigfGl_K94BrgI1FAT3Ok0pdKu3fEnAgs5-K3fEbdK1AAUrnRZBibUbe-9_megLxggv3NfVJMExQ2LRT5hfwiTcEXpm-fVv8dNpYJteBXit1PpJix1Jp4eNuobUQHlZopZE0LHtuKhfnGk7sfVViZV0t8aA-Of3eTp-TFeWy5nF-UR-6vKr1fR8-eQHvi3B0DSAuS&xkcb=SoDe-_M3T9ZKQNxTnJ0KbzkdCdPP&p=9&fvj=1&vjs=3,Spherion," 
 Spherion Salinas is currently seeking an experienced Forklift Operator to assist our client's local warehouse to move materials around the work site.
","Hollister, CA 95023","Posted
Posted 9 days ago",3.7
US,ForkLift Operator,California,Forklift Operator - Hiring Immediately,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A_3eaPK9tBOII1bLLPqVlRA-Qngb8WUnY_P5IZl-RDCJJGCntK2EvXyExho6hhBvfFx5K86-3y-LcNl1DODxaOJzj174WMjkaeeZkwXmNr5GbxLz7CXOrmm6idubOTMGd5hF3wtnlEa8Do1B_wObjfe9xYb8AZifv8H2ktBkS6j-0kJ1OQE73zY75L1id3FcF5P7hzJl8gFv5I9NWYQGqqxMzh-U9mdMfe2WTYjyF_rOiIbwE20TqpOtGOsdn6wA4klbSSeSQzxLmSBK3Gjul4lbblHsxJltEEgmjtW2dqJdoG0tqmrgcmoN8-GbR5r81o0tog8n5UXdyWaznJhCgXrpoOeExgx_dDhVtC1N4xryNPb-ZmarY-rOktc5Mezw7-XJbsGdvPAJUHo-3PYAqWtzi8ixVxwFcSTYwLG4tYk8iplQPSdmLQQvnZOL8LQRWKkWFhlDBrBs9MKR9BBiClA7h-445OukBb91JDVQekcTteruY4ufR_LZWKhqv61YNd0lzWxYfrle1y6HIXDB9ThHsVa51Dk4ZolFviac7PS3HBzldjc5uMooy2jXDavt7B6Rd8q5QplX0Z5k-Mebwi&xkcb=SoBD-_M3T9ZKQNxTnJ0JbzkdCdPP&p=10&fvj=0&vjs=3,Swipejobs," 
 Benefits include medical insurance, dental insurance, vision insurance and life insurance.
 Unload materials and merchandise from incoming vehicles and load them…
","Perris, CA 92571
+4 locations","Posted
Today",2.8
US,ForkLift Operator,California,Forklift Driver,https://www.indeed.com/rc/clk?jk=cddbafeec6e36eb8&fccid=363830ce2768daaa&vjs=3,"Forest River, Inc.","Forest River, Inc., the Nation's largest manufacturer of Recreational Vehicles, Cargo Trailers, Transit Buses and Boats has an immediate opening.…","Rialto, CA 92376","Posted
Posted 21 days ago",3.2
US,ForkLift Operator,California,Lead Blending Operator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DISRrURQoVQKDbjN2Rrc8ILyXUBZZ5qa5qO0A21oN-fz7dVp_E2X-QfInHrhLbYNiibUdfzvNJk7wt-Vi4MJWJt0llv9001GHuaATQa0-MjXh7MHIxKwxmtQAhIgHuGNhFVuvaGSuqiOwh-YEHC_uJprBpdZOVkSxRyychtA8N7X05f3H3j2cOzJYLU5fJ_jkoktZEVHpRmbccXvpUlfw7efHl8r55ed9eTWwS0kULSljK-OmwJpG6lfuE8c7GE2cdst7830OF_x7lVBJG1Jzs6GXe720VLmeAYEhYtnDHGznits1u1oP90G5pE9g3kzHg0jKHc8iYRuVJI6h5HJyw2Msv8li2nbtUPw8Jvr4ZOEfMixCTX5fPa8slV4TwYdRU81iZeoVgVg1igzdBd0YAIA5N9vK4WpCFmN3OwZAzhoRTGUi5QEZ2FzPBz5GfSp9uWD2H-7T0R-lxdrj2n0UAwfCuTi5uJ3qG8Plbbn8YJ9t1w_m5bp8AMfWuBYNHduygAhtVG2dD_DtHOIpM6DOS&xkcb=SoB5-_M3T9ZKQNxTnJ0PbzkdCdPP&p=12&fvj=1&vjs=3,The Olive Oil Factory," 
 Basic understanding of gums, colloids, reagents, thickening agents.
 Must be able to stand 8 hours (with breaks).
 Adhere to all safety policies and procedures.
","Fairfield, CA 94533","Employer
Active 3 days ago",
US,ForkLift Operator,California,Forklift Operator (Gatorade) - Rotating Shifts,https://www.indeed.com/rc/clk?jk=5bb523c078be7c61&fccid=2973259ddc967948&vjs=3,PepsiCo Beverages North America," 
 Must be able to obtain a valid Forklift driver license* Job may require overtime, which could include more than 40 hours per week, 7 days a week and up to 12…
","Oakland, CA 94621 
(Fitchburg area)","Posted
Posted 30+ days ago",3.8
US,ForkLift Operator,California,Forklift Operator 2,https://www.indeed.com/rc/clk?jk=07796cfc102863e4&fccid=e07881bf4a256a88&vjs=3,Trinchero Family Estates," 
 Long and irregular hours during peak periods or on various shifts.
 Standing for long periods of time (8 hours per day).
 Receive dry goods in SAP.
","Lodi, CA 95242","Posted
Today",3.5
